name,pseudo_mIoU,pseudo_mprecision,pseudo_mrecall,enhanced_mIoU,enhanced_mprecision,enhanced_mrecall,mIoU_delta,mprecision_delta,mrecall_delta
2008_003329,0.531,0.588,0.854,0.493,0.56,0.804,-0.038000000000000034,-0.027999999999999914,-0.04999999999999993
2008_003362,0.726,0.738,0.979,0.756,0.767,0.983,0.030000000000000027,0.029000000000000026,0.0040000000000000036
2008_003373,0.861,0.866,0.994,0.94,0.94,1.0,0.07899999999999996,0.07399999999999995,0.006000000000000005
2008_003381,0.933,0.947,0.985,0.966,0.968,0.998,0.03299999999999992,0.02100000000000002,0.013000000000000012
2008_003415,0.869,0.982,0.883,0.878,0.995,0.882,0.009000000000000008,0.013000000000000012,-0.0010000000000000009
2008_003429,0.649,0.7,0.907,0.68,0.727,0.92,0.031000000000000028,0.027000000000000024,0.013000000000000012
2008_003480,0.809,0.852,0.941,0.883,0.907,0.97,0.07399999999999995,0.05500000000000005,0.029000000000000026
2008_003500,0.646,0.678,0.931,0.675,0.675,1.0,0.029000000000000026,-0.0030000000000000027,0.06899999999999995
2008_003523,0.908,0.976,0.931,0.911,0.975,0.935,0.0030000000000000027,-0.0010000000000000009,0.0040000000000000036
2008_003562,0.992,0.994,0.998,0.994,0.994,1.0,0.0020000000000000018,0.0,0.0020000000000000018
2008_003585,0.625,0.629,0.992,0.644,0.644,1.0,0.019000000000000017,0.015000000000000013,0.008000000000000007
2008_003665,0.942,0.971,0.968,0.955,0.982,0.971,0.013000000000000012,0.01100000000000001,0.0030000000000000027
2008_003691,0.868,0.873,0.994,0.907,0.909,0.997,0.039000000000000035,0.03600000000000003,0.0030000000000000027
2008_003701,0.81,0.815,0.994,0.86,0.863,0.995,0.04999999999999993,0.04800000000000004,0.0010000000000000009
2008_003703,0.848,0.885,0.954,0.952,0.952,1.0,0.10399999999999998,0.06699999999999995,0.04600000000000004
2008_003729,0.318,1.0,0.318,0.428,1.0,0.428,0.10999999999999999,0.0,0.10999999999999999
2008_003769,0.738,0.873,0.826,0.79,0.878,0.888,0.052000000000000046,0.0050000000000000044,0.062000000000000055
2008_003774,0.64,0.701,0.886,0.738,0.842,0.859,0.09799999999999998,0.14100000000000001,-0.027000000000000024
2008_003779,0.919,1.0,0.919,0.921,1.0,0.921,0.0020000000000000018,0.0,0.0020000000000000018
2008_003814,0.909,0.909,0.999,0.901,0.901,1.0,-0.008000000000000007,-0.008000000000000007,0.0010000000000000009
2008_003913,0.972,0.977,0.994,0.992,0.999,0.993,0.020000000000000018,0.02200000000000002,-0.0010000000000000009
2008_003939,0.677,0.717,0.924,0.73,0.739,0.984,0.052999999999999936,0.02200000000000002,0.05999999999999994
2008_003947,0.922,0.951,0.968,0.962,0.964,0.999,0.039999999999999925,0.013000000000000012,0.031000000000000028
2008_003986,0.901,0.916,0.982,0.941,0.945,0.995,0.039999999999999925,0.028999999999999915,0.013000000000000012
2008_003998,0.11,0.452,0.119,0.005,0.059,0.005,-0.105,-0.393,-0.11399999999999999
2008_004014,0.853,0.886,0.958,0.966,0.998,0.968,0.11299999999999999,0.11199999999999999,0.010000000000000009
2008_004026,0.708,0.71,0.997,0.748,0.749,0.999,0.040000000000000036,0.039000000000000035,0.0020000000000000018
2008_004055,0.919,0.922,0.996,0.954,0.956,0.998,0.03499999999999992,0.03399999999999992,0.0020000000000000018
2008_004080,0.922,0.923,0.999,0.965,0.965,1.0,0.04299999999999993,0.041999999999999926,0.0010000000000000009
2008_004097,0.208,0.209,0.977,0.192,0.192,1.0,-0.015999999999999986,-0.016999999999999987,0.02300000000000002
2008_004112,0.975,0.983,0.992,0.985,0.987,0.998,0.010000000000000009,0.0040000000000000036,0.006000000000000005
2008_004259,0.79,0.791,0.999,0.821,0.821,1.0,0.030999999999999917,0.029999999999999916,0.0010000000000000009
2008_004321,0.535,0.803,0.667,0.631,0.87,0.72,0.09599999999999997,0.06699999999999995,0.052999999999999936
2008_004358,0.814,0.935,0.877,0.853,0.947,0.906,0.039000000000000035,0.0119999999999999,0.029000000000000026
2008_004365,0.716,0.805,0.873,0.731,0.804,0.895,0.015000000000000013,-0.0010000000000000009,0.02200000000000002
2008_004416,0.827,0.84,0.983,0.828,0.858,0.959,0.0010000000000000009,0.018000000000000016,-0.02400000000000002
2008_004430,0.61,0.99,0.614,0.615,0.989,0.619,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044
2008_004441,0.534,0.613,0.775,0.55,0.635,0.768,0.016000000000000014,0.02200000000000002,-0.007000000000000006
2008_004547,0.863,0.932,0.921,0.867,0.934,0.924,0.0040000000000000036,0.0020000000000000018,0.0030000000000000027
2008_004551,0.917,0.997,0.919,0.994,0.997,0.997,0.07699999999999996,0.0,0.07799999999999996
2008_004583,0.227,0.997,0.227,0.244,0.999,0.244,0.016999999999999987,0.0020000000000000018,0.016999999999999987
2008_004588,0.906,0.958,0.944,0.903,0.967,0.932,-0.0030000000000000027,0.009000000000000008,-0.0119999999999999
2008_004607,0.894,0.99,0.902,0.992,0.992,1.0,0.09799999999999998,0.0020000000000000018,0.09799999999999998
2008_004663,0.617,0.62,0.992,0.645,0.648,0.993,0.028000000000000025,0.028000000000000025,0.0010000000000000009
2008_004750,0.53,0.627,0.773,0.795,0.952,0.828,0.265,0.32499999999999996,0.05499999999999994
2008_004776,0.391,0.396,0.983,0.385,0.389,0.986,-0.006000000000000005,-0.007000000000000006,0.0030000000000000027
2008_004822,0.933,0.954,0.976,0.968,0.977,0.991,0.03499999999999992,0.02300000000000002,0.015000000000000013
2008_004838,0.959,0.992,0.967,0.963,0.986,0.976,0.0040000000000000036,-0.006000000000000005,0.009000000000000008
2008_004841,0.838,0.943,0.883,0.883,0.934,0.941,0.04500000000000004,-0.008999999999999897,0.05799999999999994
2008_004869,0.608,0.608,0.999,0.605,0.605,1.0,-0.0030000000000000027,-0.0030000000000000027,0.0010000000000000009
2008_004892,0.762,0.834,0.897,0.749,0.818,0.899,-0.013000000000000012,-0.016000000000000014,0.0020000000000000018
2008_004911,0.941,0.994,0.947,0.988,0.994,0.994,0.04700000000000004,0.0,0.04700000000000004
2008_004914,0.665,0.903,0.716,0.911,0.963,0.943,0.246,0.05999999999999994,0.22699999999999998
2008_004946,0.647,0.649,0.994,0.648,0.649,0.997,0.0010000000000000009,0.0,0.0030000000000000027
2008_004983,0.36,0.375,0.898,0.491,0.501,0.959,0.131,0.126,0.06099999999999994
2008_005006,0.253,0.908,0.259,0.966,0.97,0.996,0.713,0.061999999999999944,0.737
2008_005074,0.154,0.193,0.302,0.169,0.215,0.307,0.015000000000000013,0.021999999999999992,0.0050000000000000044
2008_005196,0.855,0.855,1.0,0.915,0.916,1.0,0.06000000000000005,0.061000000000000054,0.0
2008_005214,0.597,0.677,0.835,0.674,0.728,0.9,0.07700000000000007,0.050999999999999934,0.06500000000000006
2008_005231,0.705,0.708,0.996,0.691,0.692,0.997,-0.014000000000000012,-0.016000000000000014,0.0010000000000000009
2008_005266,0.062,0.895,0.063,0.052,0.996,0.052,-0.010000000000000002,0.10099999999999998,-0.011000000000000003
2008_005294,0.652,0.668,0.966,0.698,0.7,0.996,0.04599999999999993,0.03199999999999992,0.030000000000000027
2008_005300,0.992,0.994,0.999,0.998,0.998,1.0,0.006000000000000005,0.0040000000000000036,0.0010000000000000009
2008_005321,0.959,0.972,0.986,0.972,0.973,0.999,0.013000000000000012,0.0010000000000000009,0.013000000000000012
2008_005342,0.289,0.321,0.802,0.324,0.353,0.854,0.03500000000000003,0.03199999999999997,0.051999999999999935
2008_005345,0.613,0.617,0.99,0.806,0.806,0.999,0.19300000000000006,0.18900000000000006,0.009000000000000008
2008_005367,0.891,0.905,0.982,0.932,0.946,0.985,0.041000000000000036,0.040999999999999925,0.0030000000000000027
2008_005375,0.924,0.943,0.978,0.927,0.934,0.992,0.0030000000000000027,-0.008999999999999897,0.014000000000000012
2008_005512,0.003,0.007,0.007,0.003,0.007,0.007,0.0,0.0,0.0
2008_005541,0.925,0.933,0.99,0.929,0.936,0.992,0.0040000000000000036,0.0030000000000000027,0.0020000000000000018
2008_005600,0.408,0.696,0.555,0.458,0.718,0.623,0.050000000000000044,0.02200000000000002,0.06799999999999995
2008_005650,0.423,0.494,0.805,0.506,0.576,0.847,0.08300000000000002,0.08199999999999996,0.041999999999999926
2008_005668,0.913,0.993,0.919,0.967,0.993,0.974,0.05399999999999994,0.0,0.05499999999999994
2008_005678,0.858,0.86,0.997,0.853,0.853,0.999,-0.0050000000000000044,-0.007000000000000006,0.0020000000000000018
2008_005679,0.989,0.993,0.996,0.995,0.996,0.999,0.006000000000000005,0.0030000000000000027,0.0030000000000000027
2008_005698,0.483,0.531,0.867,0.463,0.506,0.87,-0.019999999999999962,-0.025000000000000022,0.0030000000000000027
2008_005706,0.946,0.999,0.947,0.93,0.999,0.93,-0.015999999999999903,0.0,-0.016999999999999904
2008_005713,0.356,0.358,0.983,0.415,0.42,0.971,0.059,0.062,-0.01200000000000001
2008_005714,0.96,0.963,0.997,0.973,0.975,0.998,0.013000000000000012,0.01200000000000001,0.0010000000000000009
2008_005716,0.908,0.956,0.947,0.962,0.965,0.997,0.05399999999999994,0.009000000000000008,0.050000000000000044
2008_005747,0.934,0.95,0.983,0.945,0.951,0.993,0.010999999999999899,0.0010000000000000009,0.010000000000000009
2008_005770,0.961,0.988,0.972,0.97,0.994,0.976,0.009000000000000008,0.006000000000000005,0.0040000000000000036
2008_005839,0.291,0.348,0.64,0.336,0.399,0.681,0.04500000000000004,0.051000000000000045,0.041000000000000036
2008_005843,0.955,0.996,0.959,0.998,0.998,1.0,0.04300000000000004,0.0020000000000000018,0.041000000000000036
2008_005845,0.924,0.956,0.966,0.971,0.973,0.999,0.04699999999999993,0.017000000000000015,0.03300000000000003
2008_005874,0.827,0.828,0.999,0.866,0.866,1.0,0.039000000000000035,0.038000000000000034,0.0010000000000000009
2008_005926,0.999,1.0,0.999,1.0,1.0,1.0,0.0010000000000000009,0.0,0.0010000000000000009
2008_005938,0.985,0.995,0.99,0.996,0.999,0.997,0.01100000000000001,0.0040000000000000036,0.007000000000000006
2008_005945,0.583,0.978,0.593,0.819,0.99,0.825,0.236,0.01200000000000001,0.23199999999999998
2008_005953,0.643,1.0,0.643,0.625,1.0,0.625,-0.018000000000000016,0.0,-0.018000000000000016
2008_006032,0.829,0.88,0.937,0.858,0.906,0.944,0.029000000000000026,0.026000000000000023,0.006999999999999895
2008_006065,0.974,0.999,0.975,0.701,0.703,0.996,-0.273,-0.29600000000000004,0.02100000000000002
2008_006070,0.904,0.997,0.907,0.972,0.997,0.975,0.06799999999999995,0.0,0.06799999999999995
2008_006140,0.757,0.758,0.999,0.765,0.765,1.0,0.008000000000000007,0.007000000000000006,0.0010000000000000009
2008_006182,0.529,0.53,0.996,0.532,0.532,0.999,0.0030000000000000027,0.0020000000000000018,0.0030000000000000027
2008_006213,0.984,0.999,0.985,1.0,1.0,1.0,0.016000000000000014,0.0010000000000000009,0.015000000000000013
2008_006215,0.766,0.773,0.989,0.807,0.812,0.992,0.041000000000000036,0.039000000000000035,0.0030000000000000027
2008_006221,0.911,0.999,0.912,0.87,1.0,0.871,-0.041000000000000036,0.0010000000000000009,-0.041000000000000036
2008_006289,0.156,0.811,0.162,0.086,0.779,0.088,-0.07,-0.03200000000000003,-0.07400000000000001
2008_006339,0.256,0.931,0.261,0.275,0.922,0.282,0.019000000000000017,-0.009000000000000008,0.020999999999999963
2008_006345,0.801,0.946,0.84,0.814,0.946,0.853,0.0129999999999999,0.0,0.013000000000000012
2008_006349,0.924,0.949,0.972,0.974,0.986,0.988,0.04999999999999993,0.03700000000000003,0.016000000000000014
2008_006353,0.553,0.553,1.0,0.619,0.619,1.0,0.06599999999999995,0.06599999999999995,0.0
2008_006389,0.779,0.779,1.0,0.84,0.84,1.0,0.06099999999999994,0.06099999999999994,0.0
2008_006434,0.96,0.975,0.985,0.98,0.981,0.999,0.020000000000000018,0.006000000000000005,0.014000000000000012
2008_006481,0.305,1.0,0.305,0.999,1.0,0.999,0.694,0.0,0.694
2008_006482,0.299,0.371,0.377,0.295,0.365,0.377,-0.0040000000000000036,-0.006000000000000005,0.0
2008_006490,0.747,0.915,0.802,0.86,0.977,0.878,0.11299999999999999,0.061999999999999944,0.07599999999999996
2008_006509,0.309,0.381,0.621,0.241,0.282,0.621,-0.068,-0.09900000000000003,0.0
2008_006558,0.548,0.55,0.993,0.564,0.566,0.995,0.015999999999999903,0.015999999999999903,0.0020000000000000018
2008_006655,0.785,0.79,0.992,0.794,0.797,0.996,0.009000000000000008,0.007000000000000006,0.0040000000000000036
2008_006748,0.933,0.954,0.977,0.961,0.964,0.997,0.027999999999999914,0.010000000000000009,0.020000000000000018
2008_006751,0.946,0.997,0.949,0.976,0.998,0.978,0.030000000000000027,0.0010000000000000009,0.029000000000000026
2008_006843,0.585,0.982,0.594,0.574,0.99,0.579,-0.01100000000000001,0.008000000000000007,-0.015000000000000013
2008_006873,0.607,0.995,0.608,0.483,1.0,0.483,-0.124,0.0050000000000000044,-0.125
2008_006877,0.086,0.086,0.999,0.098,0.098,1.0,0.01200000000000001,0.01200000000000001,0.0010000000000000009
2008_006908,0.913,0.924,0.987,0.964,0.964,1.0,0.050999999999999934,0.039999999999999925,0.013000000000000012
2008_006920,0.248,0.25,0.972,0.254,0.255,0.974,0.006000000000000005,0.0050000000000000044,0.0020000000000000018
2008_007011,0.899,0.905,0.992,0.902,0.906,0.995,0.0030000000000000027,0.0010000000000000009,0.0030000000000000027
2008_007012,0.992,0.999,0.992,0.994,0.998,0.996,0.0020000000000000018,-0.0010000000000000009,0.0040000000000000036
2008_007090,0.351,0.434,0.634,0.396,0.504,0.638,0.04500000000000004,0.07,0.0040000000000000036
2008_007142,0.426,0.992,0.427,0.993,0.998,0.994,0.567,0.006000000000000005,0.567
2008_007165,0.803,0.966,0.827,0.963,0.977,0.986,0.15999999999999992,0.01100000000000001,0.15900000000000003
2008_007201,0.926,0.934,0.991,0.933,0.936,0.996,0.007000000000000006,0.0020000000000000018,0.0050000000000000044
2008_007239,0.998,1.0,0.998,0.999,1.0,0.999,0.0010000000000000009,0.0,0.0010000000000000009
2008_007242,0.946,0.98,0.965,0.991,0.991,1.0,0.04500000000000004,0.01100000000000001,0.03500000000000003
2008_007245,0.845,0.992,0.851,0.996,1.0,0.997,0.15100000000000002,0.008000000000000007,0.14600000000000002
2008_007313,0.339,0.345,0.949,0.335,0.339,0.966,-0.0040000000000000036,-0.00599999999999995,0.017000000000000015
2008_007355,0.417,0.423,0.947,0.417,0.42,0.977,0.0,-0.0030000000000000027,0.030000000000000027
2008_007357,0.98,0.999,0.981,0.998,0.999,0.999,0.018000000000000016,0.0,0.018000000000000016
2008_007375,0.847,0.867,0.974,0.871,0.875,0.995,0.02400000000000002,0.008000000000000007,0.02100000000000002
2008_007428,0.047,0.829,0.047,0.311,0.5,0.311,0.264,-0.32899999999999996,0.264
2008_007433,0.834,0.984,0.846,0.963,0.986,0.977,0.129,0.0020000000000000018,0.131
2008_007472,0.984,0.987,0.997,0.987,0.988,0.999,0.0030000000000000027,0.0010000000000000009,0.0020000000000000018
2008_007581,0.976,0.999,0.977,0.814,0.815,1.0,-0.16200000000000003,-0.18400000000000005,0.02300000000000002
2008_007691,0.706,0.707,0.998,0.716,0.716,1.0,0.010000000000000009,0.009000000000000008,0.0020000000000000018
2008_007759,0.887,0.943,0.937,0.968,0.973,0.994,0.08099999999999996,0.030000000000000027,0.05699999999999994
2008_007858,0.979,0.984,0.995,1.0,1.0,1.0,0.02100000000000002,0.016000000000000014,0.0050000000000000044
2008_007998,0.345,0.459,0.368,0.377,0.457,0.406,0.03200000000000003,-0.0020000000000000018,0.038000000000000034
2008_008106,0.564,0.564,1.0,0.542,0.542,1.0,-0.02199999999999991,-0.02199999999999991,0.0
2008_008193,0.955,0.997,0.958,0.994,0.994,1.0,0.039000000000000035,-0.0030000000000000027,0.04200000000000004
2008_008263,0.995,1.0,0.995,1.0,1.0,1.0,0.0050000000000000044,0.0,0.0050000000000000044
2008_008323,0.912,0.964,0.944,0.975,0.983,0.992,0.06299999999999994,0.019000000000000017,0.04800000000000004
2008_008324,0.954,0.994,0.96,0.994,0.999,0.995,0.040000000000000036,0.0050000000000000044,0.03500000000000003
2008_008343,0.713,0.79,0.879,0.698,0.755,0.892,-0.015000000000000013,-0.03500000000000003,0.013000000000000012
2008_008462,0.847,0.896,0.94,0.859,0.865,0.992,0.01200000000000001,-0.031000000000000028,0.052000000000000046
2008_008476,0.916,0.998,0.918,0.951,1.0,0.951,0.03499999999999992,0.0020000000000000018,0.03299999999999992
2008_008511,0.431,0.465,0.881,0.462,0.496,0.894,0.031000000000000028,0.030999999999999972,0.013000000000000012
2008_008521,0.952,0.959,0.992,0.986,0.987,0.999,0.03400000000000003,0.028000000000000025,0.007000000000000006
2008_008525,0.556,0.556,0.998,0.549,0.549,0.999,-0.007000000000000006,-0.007000000000000006,0.0010000000000000009
2008_008541,0.921,0.984,0.936,0.986,0.998,0.987,0.06499999999999995,0.014000000000000012,0.050999999999999934
2008_008545,0.763,0.764,0.999,0.707,0.707,1.0,-0.05600000000000005,-0.05700000000000005,0.0010000000000000009
2008_008550,0.897,0.93,0.962,0.902,0.926,0.972,0.0050000000000000044,-0.0040000000000000036,0.010000000000000009
2008_008770,0.449,0.46,0.487,0.464,0.476,0.487,0.015000000000000013,0.01599999999999996,0.0
2008_008773,0.095,0.11,0.402,0.101,0.115,0.43,0.006000000000000005,0.0050000000000000044,0.02799999999999997
2009_000006,0.863,0.864,0.999,0.902,0.902,1.0,0.039000000000000035,0.038000000000000034,0.0010000000000000009
2009_000015,0.583,0.592,0.974,0.637,0.647,0.978,0.05400000000000005,0.05500000000000005,0.0040000000000000036
2009_000028,0.512,0.641,0.718,0.533,0.65,0.746,0.02100000000000002,0.009000000000000008,0.028000000000000025
2009_000029,0.929,0.93,0.999,0.944,0.944,1.0,0.014999999999999902,0.013999999999999901,0.0010000000000000009
2009_000073,0.979,0.986,0.992,0.997,0.997,1.0,0.018000000000000016,0.01100000000000001,0.008000000000000007
2009_000100,0.872,0.994,0.876,0.993,0.995,0.998,0.121,0.0010000000000000009,0.122
2009_000103,0.846,0.85,0.994,0.997,0.997,1.0,0.15100000000000002,0.14700000000000002,0.006000000000000005
2009_000133,0.409,0.421,0.937,0.523,0.54,0.942,0.11400000000000005,0.11900000000000005,0.004999999999999893
2009_000161,0.529,0.536,0.975,0.535,0.541,0.98,0.006000000000000005,0.0050000000000000044,0.0050000000000000044
2009_000176,0.911,0.914,0.997,0.972,0.973,0.999,0.06099999999999994,0.05899999999999994,0.0020000000000000018
2009_000177,0.497,0.991,0.499,0.534,1.0,0.534,0.03700000000000003,0.009000000000000008,0.03500000000000003
2009_000250,0.928,0.997,0.931,0.984,0.999,0.984,0.05599999999999994,0.0020000000000000018,0.052999999999999936
2009_000285,0.954,0.996,0.958,0.997,0.997,0.999,0.04300000000000004,0.0010000000000000009,0.041000000000000036
2009_000347,0.886,0.896,0.988,0.89,0.897,0.99,0.0040000000000000036,0.0010000000000000009,0.0020000000000000018
2009_000385,0.955,0.961,0.993,0.993,0.993,1.0,0.038000000000000034,0.03200000000000003,0.007000000000000006
2009_000400,0.978,0.978,0.999,0.981,0.981,1.0,0.0030000000000000027,0.0030000000000000027,0.0010000000000000009
2009_000405,0.007,0.756,0.008,0.01,0.849,0.01,0.003,0.09299999999999997,0.002
2009_000408,0.91,0.918,0.99,0.961,0.968,0.992,0.050999999999999934,0.04999999999999993,0.0020000000000000018
2009_000409,0.851,0.886,0.956,0.903,0.903,0.999,0.052000000000000046,0.017000000000000015,0.04300000000000004
2009_000420,0.91,0.912,0.997,0.997,0.999,0.998,0.08699999999999997,0.08699999999999997,0.0010000000000000009
2009_000444,0.319,0.319,0.999,0.327,0.327,0.999,0.008000000000000007,0.008000000000000007,0.0
2009_000454,0.792,0.999,0.793,1.0,1.0,1.0,0.20799999999999996,0.0010000000000000009,0.20699999999999996
2009_000503,0.769,0.775,0.989,0.992,0.997,0.995,0.22299999999999998,0.22199999999999998,0.006000000000000005
2009_000505,0.711,0.817,0.845,0.696,0.818,0.823,-0.015000000000000013,0.0010000000000000009,-0.02200000000000002
2009_000532,0.905,0.907,0.997,0.974,0.974,1.0,0.06899999999999995,0.06699999999999995,0.0030000000000000027
2009_000535,0.601,0.998,0.602,0.996,1.0,0.996,0.395,0.0020000000000000018,0.394
2009_000544,0.715,0.811,0.838,0.815,0.821,0.99,0.09999999999999998,0.009999999999999898,0.15200000000000002
2009_000553,0.972,0.978,0.994,0.989,0.989,1.0,0.017000000000000015,0.01100000000000001,0.006000000000000005
2009_000562,0.91,0.917,0.992,0.92,0.92,0.999,0.010000000000000009,0.0030000000000000027,0.007000000000000006
2009_000603,0.805,0.978,0.82,0.917,0.997,0.919,0.11199999999999999,0.019000000000000017,0.09900000000000009
2009_000626,0.963,0.975,0.988,0.965,0.969,0.996,0.0020000000000000018,-0.006000000000000005,0.008000000000000007
2009_000635,0.657,0.684,0.943,0.8,0.809,0.987,0.14300000000000002,0.125,0.04400000000000004
2009_000655,0.072,0.113,0.144,0.081,0.132,0.149,0.009000000000000008,0.019000000000000003,0.0050000000000000044
2009_000662,0.948,0.963,0.984,0.965,0.965,1.0,0.017000000000000015,0.0020000000000000018,0.016000000000000014
2009_000684,0.861,0.98,0.876,0.954,0.982,0.971,0.09299999999999997,0.0020000000000000018,0.09499999999999997
2009_000690,0.774,0.786,0.98,0.858,0.873,0.98,0.08399999999999996,0.08699999999999997,0.0
2009_000709,0.984,0.991,0.992,0.998,0.998,1.0,0.014000000000000012,0.007000000000000006,0.008000000000000007
2009_000720,0.839,0.874,0.954,0.88,0.88,1.0,0.041000000000000036,0.006000000000000005,0.04600000000000004
2009_000744,0.651,0.83,0.751,0.937,0.942,0.994,0.28600000000000003,0.11199999999999999,0.243
2009_000746,0.457,1.0,0.457,0.958,1.0,0.958,0.5009999999999999,0.0,0.5009999999999999
2009_000774,0.875,0.88,0.993,0.943,0.944,0.999,0.06799999999999995,0.06399999999999995,0.006000000000000005
2009_000801,0.837,0.839,0.997,0.816,0.816,1.0,-0.02100000000000002,-0.02300000000000002,0.0030000000000000027
2009_000887,0.951,0.978,0.972,0.975,0.991,0.984,0.02400000000000002,0.013000000000000012,0.01200000000000001
2009_000894,0.811,0.815,0.994,0.835,0.837,0.998,0.02399999999999991,0.02200000000000002,0.0040000000000000036
2009_000895,0.533,0.551,0.941,0.556,0.565,0.971,0.02300000000000002,0.013999999999999901,0.030000000000000027
2009_000906,0.923,0.964,0.956,0.996,0.998,0.998,0.07299999999999995,0.03400000000000003,0.04200000000000004
2009_000938,0.957,0.997,0.959,0.996,0.997,0.999,0.039000000000000035,0.0,0.040000000000000036
2009_000987,0.746,0.885,0.828,0.765,0.891,0.846,0.019000000000000017,0.006000000000000005,0.018000000000000016
2009_000996,0.479,0.481,0.994,0.521,0.521,0.998,0.04200000000000004,0.040000000000000036,0.0040000000000000036
2009_001002,0.881,1.0,0.881,0.791,0.999,0.792,-0.08999999999999997,-0.0010000000000000009,-0.08899999999999997
2009_001019,0.105,0.29,0.164,0.11,0.314,0.166,0.0050000000000000044,0.02400000000000002,0.0020000000000000018
2009_001027,0.72,0.722,0.996,0.855,0.857,0.997,0.135,0.135,0.0010000000000000009
2009_001036,0.945,0.978,0.966,0.96,0.986,0.973,0.015000000000000013,0.008000000000000007,0.007000000000000006
2009_001070,0.515,0.823,0.579,0.497,0.835,0.551,-0.018000000000000016,0.01200000000000001,-0.027999999999999914
2009_001085,0.661,0.678,0.967,0.876,0.894,0.978,0.21499999999999997,0.21599999999999997,0.01100000000000001
2009_001095,0.347,0.445,0.65,0.33,0.436,0.606,-0.01699999999999996,-0.009000000000000008,-0.04400000000000004
2009_001096,0.434,0.458,0.941,0.452,0.473,0.942,0.018000000000000016,0.014999999999999958,0.0010000000000000009
2009_001100,0.795,0.933,0.843,0.878,0.972,0.9,0.08299999999999996,0.038999999999999924,0.05700000000000005
2009_001104,0.952,0.996,0.956,0.998,0.998,1.0,0.04600000000000004,0.0020000000000000018,0.04400000000000004
2009_001117,0.983,0.986,0.998,0.989,0.99,1.0,0.006000000000000005,0.0040000000000000036,0.0020000000000000018
2009_001124,0.969,0.984,0.984,0.982,0.993,0.988,0.013000000000000012,0.009000000000000008,0.0040000000000000036
2009_001137,0.792,0.981,0.803,0.869,0.994,0.873,0.07699999999999996,0.013000000000000012,0.06999999999999995
2009_001140,0.033,0.06,0.065,0.034,0.063,0.065,0.0010000000000000009,0.0030000000000000027,0.0
2009_001145,0.995,0.997,0.998,0.997,0.998,1.0,0.0020000000000000018,0.0010000000000000009,0.0020000000000000018
2009_001146,0.999,1.0,0.999,1.0,1.0,1.0,0.0010000000000000009,0.0,0.0010000000000000009
2009_001163,0.948,0.988,0.959,0.983,0.984,0.998,0.03500000000000003,-0.0040000000000000036,0.039000000000000035
2009_001177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009_001197,0.935,0.946,0.988,0.951,0.958,0.993,0.015999999999999903,0.01200000000000001,0.0050000000000000044
2009_001203,0.983,0.999,0.984,0.998,0.998,1.0,0.015000000000000013,-0.0010000000000000009,0.016000000000000014
2009_001205,0.075,0.844,0.076,0.742,0.742,1.0,0.667,-0.10199999999999998,0.924
2009_001251,0.996,0.997,0.998,0.998,0.998,1.0,0.0020000000000000018,0.0010000000000000009,0.0020000000000000018
2009_001253,0.906,0.983,0.921,0.925,0.993,0.931,0.019000000000000017,0.010000000000000009,0.010000000000000009
2009_001264,0.924,0.95,0.971,0.998,0.998,1.0,0.07399999999999995,0.04800000000000004,0.029000000000000026
2009_001268,0.882,0.882,1.0,0.94,0.94,1.0,0.05799999999999994,0.05799999999999994,0.0
2009_001270,0.869,0.968,0.895,0.892,0.997,0.895,0.02300000000000002,0.029000000000000026,0.0
2009_001283,0.705,0.998,0.706,0.765,0.993,0.769,0.06000000000000005,-0.0050000000000000044,0.06300000000000006
2009_001306,0.667,0.686,0.96,0.702,0.702,0.999,0.03499999999999992,0.015999999999999903,0.039000000000000035
2009_001311,0.93,0.983,0.945,0.983,0.988,0.995,0.052999999999999936,0.0050000000000000044,0.050000000000000044
2009_001339,0.533,0.86,0.601,0.52,0.847,0.591,-0.013000000000000012,-0.013000000000000012,-0.010000000000000009
2009_001359,0.84,0.857,0.977,0.874,0.875,0.998,0.03400000000000003,0.018000000000000016,0.02100000000000002
2009_001385,0.926,0.95,0.973,0.999,0.999,0.999,0.07299999999999995,0.049000000000000044,0.026000000000000023
2009_001388,0.021,0.716,0.021,0.0,0.0,0.0,-0.021,-0.716,-0.021
2009_001390,0.595,0.603,0.979,0.639,0.639,1.0,0.04400000000000004,0.03600000000000003,0.02100000000000002
2009_001403,0.962,0.989,0.973,0.98,0.992,0.988,0.018000000000000016,0.0030000000000000027,0.015000000000000013
2009_001422,0.972,0.986,0.986,0.979,0.995,0.985,0.007000000000000006,0.009000000000000008,-0.0010000000000000009
2009_001443,0.812,0.897,0.897,0.876,0.917,0.952,0.06399999999999995,0.020000000000000018,0.05499999999999994
2009_001444,0.932,0.997,0.934,0.933,0.998,0.935,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009
2009_001481,0.399,0.41,0.939,0.448,0.451,0.984,0.04899999999999999,0.041000000000000036,0.04500000000000004
2009_001502,0.976,0.992,0.984,0.998,0.999,0.999,0.02200000000000002,0.007000000000000006,0.015000000000000013
2009_001514,0.894,0.959,0.929,0.855,0.961,0.886,-0.039000000000000035,0.0020000000000000018,-0.04300000000000004
2009_001516,0.634,0.635,0.999,0.636,0.636,1.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
